time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-24T00:02:43.690Z,38.8248329,-122.854332,2.35,0.94,md,20,63,0.003358,0.02,nc,nc73486406,2020-11-24T00:04:20.815Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.43,0.13,5,automatic,nc,nc
2020-11-24T00:02:29.100Z,38.8308334,-122.8564987,2.29,1.02,md,17,64,0.003297,0.06,nc,nc73486401,2020-11-24T00:34:04.408Z,"10km NW of The Geysers, CA",earthquake,0.3,0.49,0.11,5,automatic,nc,nc
2020-11-24T00:00:27.250Z,38.8255005,-122.8535004,2.24,0.57,md,10,84,0.003333,0.01,nc,nc73486396,2020-11-24T00:23:05.333Z,"10km WNW of The Geysers, CA",earthquake,0.34,0.82,,1,automatic,nc,nc
2020-11-24T00:00:23.477Z,13.7561,145.6849,46.55,5.4,mb,,31,0.81,0.87,us,us6000crvb,2020-11-24T12:10:33.601Z,"Guam region",earthquake,8.7,5.1,0.033,315,reviewed,us,us
2020-11-23T23:49:12.000Z,44.5636667,-115.0013333,8.96,2.1,ml,14,69,0.357,0.21,mb,mb80477339,2020-11-24T00:13:09.610Z,"38 km N of Stanley, Idaho",earthquake,0.44,1.27,0.084,11,reviewed,mb,mb
2020-11-23T23:47:02.250Z,17.973,-66.8373,17,2.24,md,16,182,0.042,0.14,pr,pr2020328013,2020-11-24T00:26:27.650Z,"3 km SW of Indios, Puerto Rico",earthquake,0.59,0.37,0.27,11,reviewed,pr,pr
2020-11-23T23:46:35.330Z,44.5733333,-115,8.24,1.78,ml,13,82,0.366,0.21,mb,mb80477334,2020-11-24T00:07:34.140Z,"39 km N of Stanley, Idaho",earthquake,0.59,1.75,0.129,11,reviewed,mb,mb
2020-11-23T23:41:25.260Z,37.7891655,-122.2074966,9.51,1.26,md,10,101,0.09539,0.05,nc,nc73486391,2020-11-24T01:46:06.873Z,"2km ESE of Oakland, CA",earthquake,0.42,1.56,0.12,5,automatic,nc,nc
2020-11-23T23:32:18.438Z,62.1996,-150.0775,18.1,2,ml,,,,0.64,ak,ak020f2u5p83,2020-11-23T23:35:34.016Z,"12 km WNW of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T23:28:58.730Z,38.1577,-117.8655,6.1,1.9,ml,18,72.91,0.07,0.14,nn,nn00785957,2020-11-23T23:44:06.061Z,"33 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T23:25:45.449Z,61.6601,-148.1724,21,1.4,ml,,,,0.8,ak,ak020f2u49al,2020-11-23T23:29:53.399Z,"21 km SE of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-23T23:12:35.081Z,64.231,-147.0158,9.3,0.8,ml,,,,0.32,ak,ak020f2u1fdm,2020-11-24T02:49:19.098Z,"25 km SW of Harding-Birch Lakes, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2020-11-23T23:12:33.087Z,61.5867,-146.3968,27.8,2.1,ml,,,,0.65,ak,ak020f2u1g18,2020-11-23T23:15:31.836Z,"49 km SSE of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T23:02:15.340Z,35.8761667,-117.697,1.02,0.54,ml,10,74,0.08097,0.21,ci,ci39475351,2020-11-23T23:05:43.839Z,"20km ESE of Little Lake, CA",earthquake,0.38,1.17,0.084,6,automatic,ci,ci
2020-11-23T22:53:22.794Z,54.8963,-158.3689,36.1,3.6,ml,,,,0.63,ak,ak020f2tos6z,2020-11-24T01:37:39.040Z,"123 km SSE of Perryville, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-11-23T22:48:57.900Z,39.3525,-123.264,2.52,1.06,md,5,289,0.1494,0.04,nc,nc73486381,2020-11-23T23:52:07.135Z,"10km SE of Willits, CA",earthquake,0.64,31.61,0.081,4,reviewed,nc,nc
2020-11-23T22:44:25.670Z,38.1758,-117.7903,12.4,1.7,ml,16,61.8,0.055,0.09,nn,nn00785951,2020-11-23T22:49:06.723Z,"36 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T22:40:11.480Z,33.3466667,-116.9408333,14.36,1.92,ml,57,32,0.06581,0.22,ci,ci39475335,2020-11-24T03:06:00.321Z,"7km W of Palomar Observatory, CA",earthquake,0.22,0.54,0.152,25,reviewed,ci,ci
2020-11-23T22:28:25.353Z,65.3588,-144.0238,0,2,ml,,,,1.01,ak,ak020f2tjfas,2020-11-23T22:38:37.976Z,"43 km ESE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-23T22:26:53.280Z,38.8133316,-122.7923355,2.76,0.74,md,16,65,0.005836,0.02,nc,nc73486371,2020-11-23T22:41:04.650Z,"5km NW of The Geysers, CA",earthquake,0.26,0.46,0.14,4,automatic,nc,nc
2020-11-23T22:22:31.070Z,35.877,-117.6886667,7.11,0.43,ml,6,95,0.07728,0.15,ci,ci39475303,2020-11-23T22:26:05.512Z,"21km ESE of Little Lake, CA",earthquake,0.48,1.78,0.073,4,automatic,ci,ci
2020-11-23T22:19:55.610Z,56.7351,-135.9307,24.4,4.3,ml,,,,0.79,ak,ak020f2thkhg,2020-11-24T13:48:57.765Z,"Southeastern Alaska",earthquake,,1,,,reviewed,ak,ak
2020-11-23T22:14:33.890Z,35.714,-117.5035,6.76,0.81,ml,16,102,0.1271,0.14,ci,ci39475279,2020-11-24T14:55:19.268Z,"11km WSW of Searles Valley, CA",earthquake,0.26,0.82,0.088,10,reviewed,ci,ci
2020-11-23T22:14:30.184Z,53.4357,-165.8156,35,4,mb,,177,0.58,1.24,us,us6000crtl,2020-11-24T01:23:31.099Z,"68 km SE of Unalaska, Alaska",earthquake,4.3,2,0.087,36,reviewed,us,us
2020-11-23T22:07:51.632Z,-22.6121,-66.156,255.95,4.6,mwr,,34,1.897,0.99,us,us6000crt3,2020-11-24T01:20:30.040Z,"48 km WNW of Abra Pampa, Argentina",earthquake,7.6,6.2,,,reviewed,us,guc
2020-11-23T22:07:35.750Z,17.9293,-66.9886,11,2.75,md,18,224,0.0686,0.1,pr,pr2020328012,2020-11-23T22:24:51.178Z,"7 km SE of La Parguera, Puerto Rico",earthquake,0.58,0.41,0.29,14,reviewed,pr,pr
2020-11-23T21:56:10.180Z,38.7931671,-122.8068314,2.62,0.84,md,10,147,0.005658,0.04,nc,nc73486361,2020-11-23T21:57:45.836Z,"5km WNW of The Geysers, CA",earthquake,0.42,1.07,0.06,2,automatic,nc,nc
2020-11-23T21:27:27.510Z,33.8405,-116.8748333,8.16,0.94,ml,22,177,0.1584,0.19,ci,ci39475215,2020-11-23T21:31:12.134Z,"10km S of Banning, CA",earthquake,0.57,1.54,0.171,21,automatic,ci,ci
2020-11-23T21:22:29.310Z,36.8283348,-121.5565033,5.82,2.18,md,31,64,0.03476,0.12,nc,nc73486356,2020-11-23T22:01:05.553Z,"2km SW of San Juan Bautista, CA",earthquake,0.29,0.54,0.17,32,automatic,nc,nc
2020-11-23T21:13:49.730Z,35.8815,-117.6985,2.17,1.46,ml,23,73,0.07692,0.21,ci,ci39475207,2020-11-23T21:17:44.029Z,"20km ESE of Little Lake, CA",earthquake,0.26,0.44,0.161,20,automatic,ci,ci
2020-11-23T21:12:42.380Z,38.8084984,-122.739502,2.57,0.64,md,8,122,0.01764,0.02,nc,nc73486341,2020-11-23T21:14:21.526Z,"2km SW of Cobb, CA",earthquake,0.42,1.27,0.07,2,automatic,nc,nc
2020-11-23T21:06:23.510Z,38.8235016,-122.8095016,1.59,0.62,md,14,98,0.0004596,0.02,nc,nc73486326,2020-11-23T21:40:05.274Z,"7km NW of The Geysers, CA",earthquake,0.27,0.57,0.35,2,automatic,nc,nc
2020-11-23T21:00:09.590Z,38.8071671,-122.739502,2.01,1,md,15,119,0.01709,0.02,nc,nc73486321,2020-11-23T21:01:45.272Z,"2km SW of Cobb, CA",earthquake,0.3,0.66,0.24,3,automatic,nc,nc
2020-11-23T20:57:58.820Z,33.4176667,-116.6161667,8.41,0.82,ml,28,43,0.07771,0.2,ci,ci39475191,2020-11-23T21:01:29.800Z,"15km N of Warner Springs, CA",earthquake,0.3,0.75,0.12,19,automatic,ci,ci
2020-11-23T20:55:45.260Z,38.8251648,-122.8119965,2.01,1.09,md,25,37,0.002319,0.02,nc,nc73486316,2020-11-23T20:57:20.743Z,"7km NW of The Geysers, CA",earthquake,0.18,0.39,0.07,6,automatic,nc,nc
2020-11-23T20:54:40.740Z,38.8248329,-122.8118362,2.02,1.87,md,34,37,0.001989,0.03,nc,nc73486311,2020-11-23T22:11:05.457Z,"7km NW of The Geysers, CA",earthquake,0.16,0.29,0.12,12,automatic,nc,nc
2020-11-23T20:54:34.760Z,33.8785019,-117.4868317,3.07,1.34,ml,13,126,0.07015,0.21,ci,ci39475183,2020-11-23T20:58:23.778Z,"3km E of Home Gardens, CA",earthquake,0.72,0.49,0.333,3,automatic,ci,ci
2020-11-23T20:45:33.170Z,44.3391667,-115.0378333,6.42,2.02,ml,12,57,0.14,0.28,mb,mb80477284,2020-11-23T21:18:12.920Z,"15 km NNW of Stanley, Idaho",earthquake,0.57,1.49,0.216,13,reviewed,mb,mb
2020-11-23T20:43:02.270Z,44.2655,-115.0625,7.66,2.06,ml,12,68,0.087,0.24,mb,mb80477279,2020-11-23T21:26:25.360Z,"11 km WNW of Stanley, Idaho",earthquake,0.51,0.87,0.134,12,reviewed,mb,mb
2020-11-23T20:33:50.920Z,38.7794991,-122.7225037,1.77,0.4,md,6,104,0.01173,0,nc,nc73486301,2020-11-23T20:57:07.017Z,"3km W of Anderson Springs, CA",earthquake,0.48,0.93,0.31,2,automatic,nc,nc
2020-11-23T20:32:47.930Z,33.1353333,-117.1525,-0.18,0.88,ml,22,62,0.02843,0.24,ci,ci39475167,2020-11-23T21:33:05.520Z,"2km SE of San Marcos, CA",quarry blast,0.55,31.61,0.205,9,reviewed,ci,ci
2020-11-23T20:18:32.165Z,63.2863,-151.7853,0,2.4,ml,,,,0.65,ak,ak020f2safgv,2020-11-23T20:32:24.996Z,"28 km S of Denali National Park, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-23T20:09:30.000Z,33.519,-116.741,4.94,0.57,ml,17,99,0.04638,0.16,ci,ci39475151,2020-11-23T20:13:13.482Z,"7km WSW of Anza, CA",earthquake,0.36,0.64,0.166,16,automatic,ci,ci
2020-11-23T20:09:25.121Z,38.1667,-118.0723,4.7,2.7,ml,32,43.67,0.017,0.1549,nn,nn00785936,2020-11-24T02:28:38.067Z,"25 km S of Mina, Nevada",earthquake,,0.9,0.26,17,reviewed,nn,nn
2020-11-23T20:08:16.950Z,35.8778333,-117.6903333,2.97,1.25,ml,16,78,0.07707,0.15,ci,ci39475143,2020-11-23T20:11:58.473Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.54,0.085,14,automatic,ci,ci
2020-11-23T20:02:41.200Z,35.773,-117.6025,12.88,1,mh,12,137,0.04284,0.14,ci,ci39475135,2020-11-23T20:48:30.612Z,"18km W of Searles Valley, CA",earthquake,0.43,0.67,,0,reviewed,ci,ci
2020-11-23T20:00:32.420Z,38.175,-117.8133,7.5,1.4,ml,12,83.86,0.032,0.18,nn,nn00785933,2020-11-23T20:10:23.912Z,"35 km SE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-11-23T19:54:09.380Z,34.9965,-118.1905,-0.8,1.29,ml,18,54,0.1215,0.2,ci,ci39475127,2020-11-23T20:16:30.422Z,"6km SSW of Mojave, CA",quarry blast,0.44,31.61,0.158,22,reviewed,ci,ci
2020-11-23T19:52:53.680Z,38.8231659,-122.7826691,1.88,1.21,md,25,41,0.01001,0.02,nc,nc73486286,2020-11-23T21:31:04.231Z,"5km W of Cobb, CA",earthquake,0.18,0.33,0.2,6,automatic,nc,nc
2020-11-23T19:52:36.830Z,35.882,-117.6746667,10.82,0.77,ml,9,89,0.06865,0.18,ci,ci39475119,2020-11-23T19:56:07.387Z,"22km ESE of Little Lake, CA",earthquake,0.52,0.81,0.102,10,automatic,ci,ci
2020-11-23T19:51:29.160Z,46.975,-122.219166666667,-0.3,1.24,ml,14,116,0.01181,0.18,uw,uw61692652,2020-11-23T23:18:14.610Z,"1 km SSE of Kapowsin, Washington",explosion,0.55,31.61,0.13222697823204,4,reviewed,uw,uw
2020-11-23T19:49:43.120Z,44.769,-111.514,9.99,0.55,ml,11,153,0.086,0.2,mb,mb80477269,2020-11-23T20:42:24.630Z,"25 km W of Hebgen Lake Estates, Montana",earthquake,1.51,2.83,0.158,3,reviewed,mb,mb
2020-11-23T19:49:12.290Z,44.5611667,-115.0038333,6.01,1.9,ml,12,92,0.354,0.17,mb,mb80477264,2020-11-23T20:37:46.480Z,"38 km N of Stanley, Idaho",earthquake,0.41,1.24,0.1,9,reviewed,mb,mb
2020-11-23T19:45:53.670Z,37.5385,-118.8236667,4.27,0.99,md,22,110,0.05162,0.03,nc,nc73486281,2020-11-23T21:19:04.157Z,"13km WSW of Toms Place, CA",earthquake,0.27,0.54,0.085,15,reviewed,nc,nc
2020-11-23T19:41:55.760Z,34.4001667,-118.18,-1.08,1.09,ml,10,134,0.09792,0.17,ci,ci39475095,2020-11-23T20:16:06.718Z,"8km S of Acton, CA",quarry blast,0.55,31.61,0.163,5,reviewed,ci,ci
2020-11-23T19:38:31.200Z,38.8339996,-122.7888336,2.09,0.41,md,9,89,0.004558,0.02,nc,nc73486276,2020-11-23T19:54:04.636Z,"6km WNW of Cobb, CA",earthquake,0.42,0.64,0.16,2,automatic,nc,nc
2020-11-23T19:18:48.930Z,38.1667,-117.8797,4.8,1.4,ml,11,101.57,0.004,0.06,nn,nn00785926,2020-11-23T19:48:43.121Z,"31 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T19:18:42.900Z,33.913,-117.0731667,8.09,0.78,ml,29,53,0.07745,0.17,ci,ci39475071,2020-11-23T19:53:15.411Z,"9km SSW of Calimesa, CA",earthquake,0.22,1.14,0.122,15,reviewed,ci,ci
2020-11-23T19:18:28.590Z,37.6414986,-118.9651642,3.78,0.47,md,7,151,0.03172,0.02,nc,nc73486271,2020-11-23T19:33:06.508Z,"1km ENE of Mammoth Lakes, CA",earthquake,0.69,1.88,0.18,6,automatic,nc,nc
2020-11-23T19:14:40.770Z,58.3369,-151.2484,35.5,2.6,ml,,,,0.97,ak,ak020f2ro5n1,2020-11-23T19:43:35.040Z,"87 km ENE of Ouzinkie, Alaska",earthquake,,20.7,,,automatic,ak,ak
2020-11-23T19:11:47.930Z,34.0341667,-117.2446667,13.67,0.93,ml,24,100,0.116,0.23,ci,ci39475063,2020-11-23T19:15:38.754Z,"2km SE of Loma Linda, CA",earthquake,0.38,1.03,0.136,21,automatic,ci,ci
2020-11-23T19:11:27.330Z,38.1703,-117.8867,4.5,1.1,ml,11,67.82,0.002,0.1,nn,nn00785924,2020-11-23T19:20:02.244Z,"31 km SE of Mina, Nevada",earthquake,,7.4,,,automatic,nn,nn
2020-11-23T19:03:40.530Z,38.2097,-117.9693,7.8,0.9,ml,9,114.83,0.056,0.1,nn,nn00785922,2020-11-23T19:13:23.084Z,"23 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T19:03:35.360Z,38.7495003,-122.7265015,1.18,2.08,md,27,70,0.01214,0.11,nc,nc73486261,2020-11-23T20:25:07.216Z,"4km SE of The Geysers, CA",earthquake,0.32,0.45,0.07,13,automatic,nc,nc
2020-11-23T19:02:28.880Z,38.165,-117.849,6.3,1.6,ml,16,76.53,0.003,0.12,nn,nn00785919,2020-11-23T19:06:03.865Z,"33 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-23T18:53:06.190Z,17.9253,-66.9153,13,2.49,md,12,222,0.0615,0.1,pr,pr2020328011,2020-11-23T21:59:17.266Z,"5 km S of Guánica, Puerto Rico",earthquake,0.71,0.35,0.21,9,reviewed,pr,pr
2020-11-23T18:47:11.320Z,38.1417,-118.0745,6.3,1.9,ml,20,78.32,0.028,0.12,nn,nn00785914,2020-11-23T19:03:05.763Z,"27 km S of Mina, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-11-23T18:41:53.980Z,33.364,-116.8756667,21.95,0.73,ml,28,47,0.01504,0.27,ci,ci39475039,2020-11-23T18:45:43.146Z,"1km NW of Palomar Observatory, CA",earthquake,0.44,1.05,0.151,15,automatic,ci,ci
2020-11-23T18:36:21.920Z,19.3828333333333,-155.238333333333,1.96,2.12,ml,32,77,,0.1,hv,hv72241977,2020-11-23T20:46:33.240Z,"6 km S of Volcano, Hawaii",earthquake,0.2,0.19,0.162308087399007,10,reviewed,hv,hv
2020-11-23T18:30:39.271Z,69.5007,-144.4956,8.3,2.4,ml,,,,0.57,ak,ak020f2r65r4,2020-11-24T02:41:38.175Z,"78 km SSW of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-11-23T18:30:07.800Z,38.8301659,-122.8768311,1.89,0.34,md,12,72,0.009564,0.02,nc,nc73486256,2020-11-23T18:54:05.449Z,"12km WNW of The Geysers, CA",earthquake,0.32,0.51,0.25,2,automatic,nc,nc
2020-11-23T18:24:44.910Z,44.3386667,-115.0221667,4.53,1.89,ml,9,113,0.136,0.16,mb,mb80477254,2020-11-23T19:24:09.690Z,"15 km NNW of Stanley, Idaho",earthquake,0.41,1.83,0.233,9,reviewed,mb,mb
2020-11-23T18:19:14.290Z,38.7456665,-122.7021637,1.39,1.06,md,8,141,0.02259,0.02,nc,nc73486251,2020-11-23T19:19:04.577Z,"3km SSW of Anderson Springs, CA",earthquake,0.95,1.31,0.6,3,automatic,nc,nc
2020-11-23T18:00:13.020Z,44.3228333,-115.023,4.97,2,ml,12,140,0.121,0.19,mb,mb80477249,2020-11-23T23:28:51.060Z,"13 km NNW of Stanley, Idaho",earthquake,0.84,1.66,0.238,12,reviewed,mb,mb
2020-11-23T17:57:32.910Z,35.688,-117.5011667,4.54,1.47,ml,14,103,0.1061,0.15,ci,ci39474991,2020-11-23T18:01:20.669Z,"12km SW of Searles Valley, CA",earthquake,0.33,0.79,0.174,16,automatic,ci,ci
2020-11-23T17:54:54.480Z,33.4911667,-116.782,6.87,0.35,ml,16,65,0.08292,0.15,ci,ci39474983,2020-11-24T04:29:47.698Z,"9km NE of Aguanga, CA",earthquake,0.27,0.79,0.015,4,reviewed,ci,ci
2020-11-23T17:53:37.490Z,51.8601666666667,-177.769166666667,4.12,1.31,ml,5,179,,0.08,av,av91012758,2020-11-24T03:20:15.730Z,"78 km W of Adak, Alaska",earthquake,0.36,1,0.198730725228755,5,reviewed,av,av
2020-11-23T17:53:04.940Z,51.8598333333333,-177.769833333333,4.15,1.79,ml,7,160,,0.07,av,av91012753,2020-11-24T03:17:35.100Z,"78 km W of Adak, Alaska",earthquake,0.32,0.92,0.105711000244387,7,reviewed,av,av
2020-11-23T17:52:35.680Z,51.8581666666667,-177.772,4.05,1.95,ml,8,158,,0.09,av,av91147241,2020-11-24T03:15:19.550Z,"78 km W of Adak, Alaska",earthquake,0.31,0.95,0.172741578566884,8,reviewed,av,av
2020-11-23T17:51:38.491Z,38.1778,-117.8768,9.9,0.9,ml,19,104.67,0.016,0.16,nn,nn00785911,2020-11-24T02:28:29.696Z,"31 km SE of Mina, Nevada",earthquake,,0.8,0.25,7,reviewed,nn,nn
2020-11-23T17:36:02.340Z,33.6895,-117.0188333,12.09,0.97,ml,38,49,0.02352,0.2,ci,ci39474975,2020-11-23T17:39:47.850Z,"6km ESE of Winchester, CA",earthquake,0.31,0.44,0.115,27,automatic,ci,ci
2020-11-23T17:30:14.160Z,35.6873333,-117.5595,9.6,0.49,ml,12,111,0.09169,0.15,ci,ci39474967,2020-11-23T18:04:39.671Z,"13km NE of Ridgecrest, CA",earthquake,0.38,1.24,0.111,4,reviewed,ci,ci
2020-11-23T17:20:17.850Z,19.230167388916,-155.373168945312,31.0200004577637,2.28,ml,42,159,,0.159999996,hv,hv72241902,2020-11-23T17:25:47.160Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.62,0.810000002,0.26,4,automatic,hv,hv
2020-11-23T17:12:06.570Z,36.4435,-117.9645,2.38,1.25,ml,18,69,0.09333,0.2,ci,ci39474951,2020-11-23T19:09:41.953Z,"18km NNE of Olancha, CA",earthquake,0.3,0.62,0.179,6,reviewed,ci,ci
2020-11-23T16:57:48.550Z,34.4653333,-117.9651667,8.73,0.37,ml,6,107,0.01823,0.05,ci,ci39474943,2020-11-23T17:53:06.593Z,"6km SSE of Littlerock, CA",earthquake,0.24,0.37,0.162,3,reviewed,ci,ci
2020-11-23T16:57:01.783Z,39.9323,-120.0682,8.2,0.7,ml,6,192.48,0.187,0.1347,nn,nn00785960,2020-11-24T02:28:54.298Z,"11 km SSE of Doyle, California",earthquake,,6.7,0.41,5,reviewed,nn,nn
2020-11-23T16:51:40.350Z,33.0426667,-116.3911667,4.92,1.01,ml,27,101,0.1147,0.17,ci,ci39474935,2020-11-23T16:55:30.909Z,"20km ESE of Julian, CA",earthquake,0.35,1.56,0.094,20,automatic,ci,ci
2020-11-23T16:33:56.230Z,19.2103333333333,-155.445833333333,37.14,1.77,md,40,125,,0.11,hv,hv72241872,2020-11-23T20:23:42.300Z,"3 km ENE of Pāhala, Hawaii",earthquake,0.47,0.63,0.0412132171704167,15,reviewed,hv,hv
2020-11-23T16:27:41.928Z,61.5362,-149.9257,44.9,1.7,ml,,,,0.87,ak,ak020f2pyn80,2020-11-23T17:08:04.560Z,"2 km NE of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-11-23T16:17:59.170Z,19.4023342132568,-155.270172119141,0.629999995231628,1.76,ml,16,62,,0.140000001,hv,hv72241847,2020-11-23T16:23:31.870Z,"5 km SW of Volcano, Hawaii",earthquake,0.19,0.25999999,0.2,3,automatic,hv,hv
2020-11-23T16:13:15.309Z,38.4847,-118.4507,7.3,0.5,ml,11,211.01,0.102,0.0745,nn,nn00785959,2020-11-24T02:28:52.932Z,"15 km ESE of Hawthorne, Nevada",earthquake,,3.7,0,1,reviewed,nn,nn
2020-11-23T16:13:06.060Z,18.7548,-65.098,54,3.37,md,7,339,0.9691,0.21,pr,pr2020328010,2020-11-23T18:13:41.128Z,"48 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.87,8.27,0.06,4,reviewed,pr,pr
2020-11-23T16:10:13.709Z,38.4842,-118.4453,7.3,0.5,ml,10,208.68,0.098,0.1138,nn,nn00785956,2020-11-24T02:28:51.765Z,"16 km ESE of Hawthorne, Nevada",earthquake,,4.8,0,1,reviewed,nn,nn
2020-11-23T16:02:59.010Z,38.497,-118.4335,0.9,0.8,ml,9,142.75,0.099,0.07,nn,nn00785904,2020-11-23T16:43:00.948Z,"16 km E of Hawthorne, Nevada",earthquake,,9.6,,,automatic,nn,nn
2020-11-23T16:00:21.040Z,48.5616666666667,-123.048833333333,18.28,1.02,ml,9,108,0.02843,0.24,uw,uw61692632,2020-11-23T22:13:39.460Z,"3 km NW of Friday Harbor, Washington",earthquake,0.87,1.17,0.196422567472353,3,reviewed,uw,uw
2020-11-23T15:54:30.670Z,35.6871667,-117.5241667,6.48,0.97,ml,10,112,0.1415,0.11,ci,ci39474871,2020-11-23T17:40:03.366Z,"14km SW of Searles Valley, CA",earthquake,0.42,1.11,0.095,11,reviewed,ci,ci
2020-11-23T15:50:11.850Z,38.8198318,-122.7783356,1.85,0.91,md,17,63,0.006815,0.03,nc,nc73486231,2020-11-23T16:58:04.591Z,"5km W of Cobb, CA",earthquake,0.24,0.47,0.15,3,automatic,nc,nc
2020-11-23T15:40:21.480Z,56.1208,164.4502,10,4.5,mb,,89,4.584,0.62,us,us6000crn6,2020-11-23T17:23:18.040Z,"123 km E of Ust’-Kamchatsk Staryy, Russia",earthquake,9.7,1.9,0.07,60,reviewed,us,us
2020-11-23T15:35:43.850Z,33.6538333,-116.7501667,14.34,0.39,ml,15,104,0.0611,0.08,ci,ci39474863,2020-11-23T17:49:01.955Z,"10km SSW of Idyllwild, CA",earthquake,0.24,0.41,0.076,2,reviewed,ci,ci
2020-11-23T15:25:22.177Z,51.7129,179.6182,110.81,3,ml,,343,0.985,0.42,us,us6000crpl,2020-11-23T23:27:47.688Z,"259 km W of Adak, Alaska",earthquake,20.3,12.6,0.148,6,reviewed,us,us
2020-11-23T15:22:37.770Z,38.8235016,-122.8089981,2.75,0.55,md,10,92,0.0008471,0.01,nc,nc73486221,2020-11-23T15:37:06.043Z,"7km NW of The Geysers, CA",earthquake,0.38,1.05,,1,automatic,nc,nc
2020-11-23T15:13:19.000Z,17.9498,-66.931,11,2.13,md,7,212,0.0576,0.17,pr,pr2020328009,2020-11-23T15:26:39.787Z,"3 km SW of Guánica, Puerto Rico",earthquake,0.74,0.87,0.19,5,reviewed,pr,pr
2020-11-23T15:11:43.540Z,32.7488333,-115.814,5.37,1.74,ml,19,65,0.1237,0.23,ci,ci39474855,2020-11-23T17:40:29.538Z,"17km E of Ocotillo, CA",earthquake,0.41,1.11,0.159,29,reviewed,ci,ci
2020-11-23T15:05:17.190Z,36.45933333,-98.15866667,7.58,1.82,ml,78,41,0.1034796938,0.26,ok,ok2020xapj,2020-11-23T17:44:20.184Z,"8 km S of Goltry, Oklahoma",earthquake,,0.6,0.18,35,reviewed,ok,ok
